0.0
39.5
50.0
50.0
49.7
49.8
50.0
50.0
50.0
49.8
50.0
51.0
50.3
49.8
50.0
49.7
50.1
49.8
49.8
49.7
49.9
13.2
0.0
0.0
0.7
